name,id,email,gender,birthdate,role
Asya a/p Rangasamy,S2025647735,asya.rangasamy@student.gmi.edu.my,Female,2006-02-22,student
Syafiq bin Kamal,S2025364308,syafiq.kamal2@student.gmi.edu.my,Male,2005-03-14,student
Meera a/p Rangasamy,S2025587908,meera.rangasamy2@student.gmi.edu.my,Female,2002-03-05,student
Zi Ying a/p Ng,S2025614111,zi.ying.ng2@student.gmi.edu.my,Female,2001-02-04,student
Raja a/l Subramaniam,T2025808665,raja.subramaniam@tto.gmi.edu.my,Male,1978-11-11,TTO
Anusha a/p Murugan,S2025577584,anusha.murugan2@student.gmi.edu.my,Female,2004-10-12,student
Harith bin Razali,S2025215595,harith.razali@student.gmi.edu.my,Male,2005-05-13,student
Qin Yi a/p Tan,F2025149837,qin.yi.tan@staff.gmi.edu.my,Female,1993-07-02,staff
Karthik a/l Venkatesh,T2025707633,karthik.venkatesh@tto.gmi.edu.my,Male,1980-12-08,TTO
Hasif bin Rashid,S2025567589,hasif.rashid@student.gmi.edu.my,Male,2004-04-04,student
Latifah binti Bakar,S2025826464,latifah.bakar@student.gmi.edu.my,Female,2000-04-26,student
Li Wei a/p Lim,T2025158544,li.wei.lim@tto.gmi.edu.my,Female,1986-07-10,TTO
Xin Yi a/p Tan,S2025440611,xin.yi.tan3@student.gmi.edu.my,Female,2006-03-17,student
Lakshmi a/p Raman,S2025329447,lakshmi.raman2@student.gmi.edu.my,Female,2005-11-28,student
Yusuf bin Sabri,S2025494368,yusuf.sabri@student.gmi.edu.my,Male,2005-07-22,student
Vijay a/l Muthu,S2025896002,vijay.muthu2@student.gmi.edu.my,Male,2002-02-10,student
Prakash a/l Krishnan,S2025640800,prakash.krishnan@student.gmi.edu.my,Male,2004-08-20,student
Raja a/l Murugan,S2025705368,raja.murugan3@student.gmi.edu.my,Male,2006-02-24,student
Amir bin Ali,S2025413792,amir.ali@student.gmi.edu.my,Male,2004-11-13,student
Aina binti Sabri,S2025335290,aina.sabri@student.gmi.edu.my,Female,2002-11-17,student
Vijay a/l Subramaniam,S2025306565,vijay.subramaniam@student.gmi.edu.my,Male,2000-12-24,student
Shafiqah binti Yahya,S2025004108,shafiqah.yahya@student.gmi.edu.my,Female,2004-11-05,student
Xin Yi a/p Chen,S2025292928,xin.yi.chen@student.gmi.edu.my,Female,2002-07-10,student
Rania binti Ibrahim,T2025350556,rania.ibrahim@tto.gmi.edu.my,Female,1994-06-29,TTO
Hasif bin Noor,S2025989061,hasif.noor@student.gmi.edu.my,Male,2007-02-27,student
Vijay a/l Perumal,S2025061567,vijay.perumal@student.gmi.edu.my,Male,2005-11-02,student
Deepa a/p Gopal,S2025255886,deepa.gopal5@student.gmi.edu.my,Female,2006-10-16,student
Mei Ling a/p Ng,S2025276318,mei.ling.ng@student.gmi.edu.my,Female,2002-07-06,student
Xin Yi a/p Chin,S2025488664,xin.yi.chin3@student.gmi.edu.my,Female,2006-10-13,student
Qin Yi a/p Koh,S2025064257,qin.yi.koh@student.gmi.edu.my,Female,2007-05-20,student
Hui Xin a/p Pang,S2025613713,hui.xin.pang@student.gmi.edu.my,Female,2003-04-16,student
Shalini a/p Subramaniam,S2025893823,shalini.subramaniam4@student.gmi.edu.my,Female,2006-07-31,student
Hafiz bin Halimi,S2025641969,hafiz.halimi@student.gmi.edu.my,Male,2002-01-27,student
Thaqif bin Hussein,S2025870895,thaqif.hussein@student.gmi.edu.my,Male,2007-03-08,student
Putri binti Jamal,S2025464648,putri.jamal@student.gmi.edu.my,Female,2007-08-06,student
Pei Wen a/p Low,S2025244176,pei.wen.low@student.gmi.edu.my,Female,2000-03-15,student
Nalini a/p Raman,S2025097474,nalini.raman@student.gmi.edu.my,Female,2004-06-03,student
Yu Xuan a/l Goh,S2025160351,yu.xuan.goh@student.gmi.edu.my,Male,2004-07-30,student
Saravanan a/l Venkatesh,S2025489176,saravanan.venkatesh2@student.gmi.edu.my,Male,2006-04-21,student
Wei Jian a/l Pang,S2025652418,wei.jian.pang@student.gmi.edu.my,Male,2001-06-24,student
Aqilah binti Hashim,S2025580590,aqilah.hashim@student.gmi.edu.my,Female,2004-03-18,student
Li Wei a/p Yeo,S2025971620,li.wei.yeo@student.gmi.edu.my,Female,2004-07-15,student
Pei Wen a/p Phang,S2025091520,pei.wen.phang@student.gmi.edu.my,Female,2007-05-02,student
Iqbal bin Osman,S2025116528,iqbal.osman@student.gmi.edu.my,Male,2000-10-11,student
Anita a/p Muthu,T2025874161,anita.muthu@tto.gmi.edu.my,Female,1990-04-14,TTO
Xin Yi a/p Tan,T2025440034,xin.yi.tan@tto.gmi.edu.my,Female,1993-06-25,TTO
Jun Wei a/l Phang,S2025806382,jun.wei.phang2@student.gmi.edu.my,Male,2001-04-22,student
Saravanan a/l Venkatesh,S2025236555,saravanan.venkatesh3@student.gmi.edu.my,Male,2001-11-15,student
Zikri bin Osman,S2025525205,zikri.osman@student.gmi.edu.my,Male,2007-04-18,student
Amir bin Ridzuan,S2025782773,amir.ridzuan2@student.gmi.edu.my,Male,2006-04-03,student
Murali a/l Subramaniam,T2025631115,murali.subramaniam@tto.gmi.edu.my,Male,1985-02-10,TTO
Priya a/p Muthu,S2025714204,priya.muthu4@student.gmi.edu.my,Female,2002-03-07,student
Lakshmi a/p Balakrishnan,S2025560247,lakshmi.balakrishnan4@student.gmi.edu.my,Female,2003-01-15,student
Ridwan bin Hassan,S2025458067,ridwan.hassan@student.gmi.edu.my,Male,2002-08-28,student
Ai Ling a/p Phang,S2025649433,ai.ling.phang3@student.gmi.edu.my,Female,2006-11-16,student
Khai Ming a/l Chai,S2025414775,khai.ming.chai@student.gmi.edu.my,Male,2002-05-09,student
Zubair bin Halim,S2025865951,zubair.halim@student.gmi.edu.my,Male,2002-12-31,student
Yusuf bin Sulaiman,T2025331500,yusuf.sulaiman@tto.gmi.edu.my,Male,1991-08-06,TTO
Qin Yi a/p Goh,S2025527004,qin.yi.goh@student.gmi.edu.my,Female,2002-04-28,student
Li Wei a/p Phang,S2025827077,li.wei.phang2@student.gmi.edu.my,Female,2004-09-03,student
Balqis binti Hussein,S2025955986,balqis.hussein@student.gmi.edu.my,Female,2007-11-18,student
Aisyah binti Yusof,S2025905425,aisyah.yusof@student.gmi.edu.my,Female,2001-04-02,student
Shalini a/p Muthu,S2025194045,shalini.muthu2@student.gmi.edu.my,Female,2002-01-17,student
Wei Jian a/l Lim,F2025307134,wei.jian.lim@staff.gmi.edu.my,Male,1984-06-02,staff
Kumar a/l Murugan,S2025918149,kumar.murugan@student.gmi.edu.my,Male,2006-01-19,student
Jasmine binti Rashid,S2025124042,jasmine.rashid@student.gmi.edu.my,Female,2007-10-03,student
Zi Hao a/l Chia,S2025663748,zi.hao.chia2@student.gmi.edu.my,Male,2007-02-03,student
Elena binti Ismail,T2025254373,elena.ismail@tto.gmi.edu.my,Female,1977-07-23,TTO
Priya a/p Balakrishnan,S2025945799,priya.balakrishnan5@student.gmi.edu.my,Female,2000-07-07,student
Umaira binti Kamal,S2025355118,umaira.kamal@student.gmi.edu.my,Female,2003-03-24,student
Shafiqah binti Zainal,F2025409402,shafiqah.zainal@staff.gmi.edu.my,Female,1989-02-03,staff
Muaz bin Zainal,S2025256106,muaz.zainal@student.gmi.edu.my,Male,2000-10-02,student
Zubair bin Ridzuan,S2025840176,zubair.ridzuan@student.gmi.edu.my,Male,2000-08-25,student
Zi Hao a/l Chong,S2025039701,zi.hao.chong2@student.gmi.edu.my,Male,2006-03-31,student
Kumar a/l Murugan,S2025763501,kumar.murugan2@student.gmi.edu.my,Male,2007-01-22,student
Prakash a/l Perumal,S2025573666,prakash.perumal4@student.gmi.edu.my,Male,2005-07-24,student
Maryam binti Ismail,F2025936695,maryam.ismail@staff.gmi.edu.my,Female,1999-12-03,staff
Kamil bin Halimi,S2025777532,kamil.halimi@student.gmi.edu.my,Male,2005-10-16,student
Xue Ting a/p Ng,T2025919204,xue.ting.ng@tto.gmi.edu.my,Female,1976-05-04,TTO
Liang a/l Chia,S2025584467,liang.chia3@student.gmi.edu.my,Male,2002-03-15,student
Jia Hao a/l Chen,S2025272483,jia.hao.chen@student.gmi.edu.my,Male,2006-05-02,student
Ai Ling a/p Goh,F2025727236,ai.ling.goh@staff.gmi.edu.my,Female,1980-03-22,staff
Murali a/l Krishnan,S2025730064,murali.krishnan2@student.gmi.edu.my,Male,2006-04-02,student
Karthik a/l Krishnan,S2025151691,karthik.krishnan2@student.gmi.edu.my,Male,2006-10-18,student
Zubair bin Ali,S2025965252,zubair.ali@student.gmi.edu.my,Male,2000-04-12,student
Elena binti Azman,S2025073246,elena.azman@student.gmi.edu.my,Female,2001-01-02,student
Ahmad bin Kamal,S2025830322,ahmad.kamal@student.gmi.edu.my,Male,2006-09-11,student
Ai Ling a/p Wong,T2025423594,ai.ling.wong@tto.gmi.edu.my,Female,1990-01-01,TTO
Zulaikha binti Saad,S2025637937,zulaikha.saad@student.gmi.edu.my,Female,2000-07-17,student
Dina binti Zawawi,S2025762055,dina.zawawi@student.gmi.edu.my,Female,2004-09-29,student
Mira a/p Balakrishnan,S2025848416,mira.balakrishnan2@student.gmi.edu.my,Female,2004-01-26,student
Anita a/p Subramaniam,S2025287263,anita.subramaniam@student.gmi.edu.my,Female,2005-09-15,student
Shalini a/p Venkatesh,S2025557614,shalini.venkatesh@student.gmi.edu.my,Female,2006-06-23,student
Jia Yi a/p Chin,S2025029965,jia.yi.chin@student.gmi.edu.my,Female,2006-06-18,student
Suresh a/l Balakrishnan,S2025783846,suresh.balakrishnan3@student.gmi.edu.my,Male,2001-03-17,student
Mei Ling a/p Lee,S2025730001,mei.ling.lee2@student.gmi.edu.my,Female,2007-09-11,student
Yan Yi a/p Pang,S2025850162,yan.yi.pang2@student.gmi.edu.my,Female,2005-07-27,student
Saravanan a/l Muthu,S2025899091,saravanan.muthu2@student.gmi.edu.my,Male,2005-02-16,student
Karthik a/l Subramaniam,S2025592773,karthik.subramaniam3@student.gmi.edu.my,Male,2000-03-14,student
Taufiq bin Yusof,S2025760950,taufiq.yusof@student.gmi.edu.my,Male,2001-06-04,student
Han Bin a/l Yap,S2025051094,han.yap@student.gmi.edu.my,Male,2007-01-01,student
Faris bin Omar,S2025619268,faris.omar@student.gmi.edu.my,Male,2002-06-08,student
Suresh a/l Krishnan,S2025655132,suresh.krishnan@student.gmi.edu.my,Male,2004-08-29,student
Amir bin Hassan,S2025747830,amir.hassan@student.gmi.edu.my,Male,2000-06-23,student
Zi Ying a/p Yap,T2025324635,zi.ying.yap@tto.gmi.edu.my,Female,1988-03-19,TTO
Murali a/l Murugan,S2025072647,murali.murugan3@student.gmi.edu.my,Male,2007-09-06,student
Saravanan a/l Subramaniam,T2025685934,saravanan.subramaniam@tto.gmi.edu.my,Male,1988-10-23,TTO
Talha bin Halimi,S2025648904,talha.halimi@student.gmi.edu.my,Male,2002-07-15,student
Arissa binti Rahim,S2025346012,arissa.rahim@student.gmi.edu.my,Female,2002-06-19,student
Haikal bin Rahim,S2025091273,haikal.rahim@student.gmi.edu.my,Male,2006-05-16,student
Jun Wei a/l Yeo,T2025700876,jun.wei.yeo@tto.gmi.edu.my,Male,1982-05-22,TTO
Kai Wen a/l Low,S2025514463,kai.wen.low@student.gmi.edu.my,Male,2001-11-28,student
Priya a/p Muthu,S2025181452,priya.muthu5@student.gmi.edu.my,Female,2005-02-11,student
Zara binti Salim,S2025787542,zara.salim@student.gmi.edu.my,Female,2000-06-20,student
Syazana binti Hamid,S2025946710,syazana.hamid@student.gmi.edu.my,Female,2001-03-29,student
Nalini a/p Murugan,S2025078558,nalini.murugan2@student.gmi.edu.my,Female,2005-01-07,student
Talha bin Majid,T2025395304,talha.majid@tto.gmi.edu.my,Male,1991-01-25,TTO
Talha bin Rahman,S2025930144,talha.rahman@student.gmi.edu.my,Male,2001-10-25,student
Han Bin a/l Koh,S2025528506,han.koh@student.gmi.edu.my,Male,2004-09-16,student
Arissa binti Yahya,S2025351945,arissa.yahya@student.gmi.edu.my,Female,2001-06-25,student
Mira a/p Balakrishnan,T2025112765,mira.balakrishnan2@tto.gmi.edu.my,Female,1991-10-22,TTO
Mani a/l Balakrishnan,S2025676227,mani.balakrishnan4@student.gmi.edu.my,Male,2005-05-22,student
Khairi bin Abdullah,S2025910929,khairi.abdullah@student.gmi.edu.my,Male,2005-04-29,student
Safwan bin Halimi,T2025726342,safwan.halimi@tto.gmi.edu.my,Male,1984-05-10,TTO
Sarimah binti Yusof,S2025708010,sarimah.yusof2@student.gmi.edu.my,Female,2003-07-27,student
Asya a/p Subramaniam,S2025634769,asya.subramaniam@student.gmi.edu.my,Female,2001-02-22,student
Nadia binti Noor,S2025346768,nadia.noor@student.gmi.edu.my,Female,2005-09-20,student
Han Bin a/l Chen,S2025714579,han.chen@student.gmi.edu.my,Male,2001-06-25,student
Kai Wen a/l Koh,S2025302624,kai.wen.koh3@student.gmi.edu.my,Male,2006-12-20,student
Arun a/l Rangasamy,T2025588022,arun.rangasamy@tto.gmi.edu.my,Male,1991-03-23,TTO
Prakash a/l Gopal,S2025500344,prakash.gopal2@student.gmi.edu.my,Male,2001-09-10,student
Hana binti Latif,S2025645131,hana.latif@student.gmi.edu.my,Female,2006-02-26,student
Murali a/l Rangasamy,S2025518756,murali.rangasamy4@student.gmi.edu.my,Male,2002-11-26,student
Divya a/p Venkatesh,S2025144382,divya.venkatesh2@student.gmi.edu.my,Female,2006-12-08,student
Li Wei a/p Koh,S2025708014,li.wei.koh2@student.gmi.edu.my,Female,2004-07-04,student
Hao a/l Liew,S2025588747,hao.liew@student.gmi.edu.my,Male,2000-03-03,student
Mani a/l Perumal,S2025086015,mani.perumal5@student.gmi.edu.my,Male,2004-08-24,student
Saravanan a/l Rangasamy,F2025807163,saravanan.rangasamy@staff.gmi.edu.my,Male,1990-10-26,staff
Zi Ying a/p Phang,S2025624659,zi.ying.phang@student.gmi.edu.my,Female,2000-06-27,student
Vijay a/l Murugan,S2025710544,vijay.murugan2@student.gmi.edu.my,Male,2005-05-25,student
Ming Jie a/l Tan,F2025099302,ming.jie.tan@staff.gmi.edu.my,Male,1984-11-09,staff
Zi Hao a/l Chen,S2025514422,zi.hao.chen@student.gmi.edu.my,Male,2000-02-15,student
Shalini a/p Muthu,S2025572816,shalini.muthu3@student.gmi.edu.my,Female,2002-02-25,student
Meera a/p Perumal,S2025055413,meera.perumal2@student.gmi.edu.my,Female,2002-10-28,student
Iqbal bin Sharif,S2025632702,iqbal.sharif@student.gmi.edu.my,Male,2003-04-22,student
Vijay a/l Krishnan,S2025982998,vijay.krishnan@student.gmi.edu.my,Male,2004-01-06,student
Anusha a/p Murugan,S2025818988,anusha.murugan3@student.gmi.edu.my,Female,2006-03-12,student
Xue Ting a/p Tan,S2025676152,xue.ting.tan@student.gmi.edu.my,Female,2006-02-16,student
Raja a/l Gopal,S2025018520,raja.gopal@student.gmi.edu.my,Male,2002-06-02,student
Mani a/l Rangasamy,S2025608058,mani.rangasamy2@student.gmi.edu.my,Male,2004-08-14,student
Ramesh a/l Muthu,S2025774115,ramesh.muthu5@student.gmi.edu.my,Male,2006-10-02,student
Ridwan bin Halimi,T2025429428,ridwan.halimi@tto.gmi.edu.my,Male,1990-11-20,TTO
Farah binti Jamil,S2025210382,farah.jamil@student.gmi.edu.my,Female,2000-01-22,student
Suresh a/l Gopal,S2025811908,suresh.gopal3@student.gmi.edu.my,Male,2007-05-25,student
Arissa binti Bakar,S2025531939,arissa.bakar@student.gmi.edu.my,Female,2000-06-15,student
Iqbal bin Sulaiman,T2025476658,iqbal.sulaiman@tto.gmi.edu.my,Male,1991-04-05,TTO
Priya a/p Balakrishnan,S2025904754,priya.balakrishnan6@student.gmi.edu.my,Female,2003-05-26,student
Priya a/p Gopal,S2025121333,priya.gopal@student.gmi.edu.my,Female,2004-01-25,student
Safwan bin Hashim,S2025850758,safwan.hashim@student.gmi.edu.my,Male,2002-08-30,student
Iman binti Mahmud,S2025653702,iman.mahmud@student.gmi.edu.my,Female,2004-04-22,student
Anand a/l Krishnan,S2025569365,anand.krishnan3@student.gmi.edu.my,Male,2003-01-05,student
Zi Ying a/p Ng,T2025274249,zi.ying.ng@tto.gmi.edu.my,Female,1976-03-19,TTO
Hui Xin a/p Lee,S2025085830,hui.xin.lee@student.gmi.edu.my,Female,2001-06-05,student
Khai Ming a/l Chai,S2025145744,khai.ming.chai2@student.gmi.edu.my,Male,2004-07-26,student
Mei Ling a/p Low,S2025866066,mei.ling.low2@student.gmi.edu.my,Female,2002-06-04,student
Kavita a/p Subramaniam,S2025867411,kavita.subramaniam4@student.gmi.edu.my,Female,2000-12-15,student
Syazana binti Yahya,S2025668942,syazana.yahya@student.gmi.edu.my,Female,2002-04-17,student
Shafiqah binti Jamil,S2025725603,shafiqah.jamil@student.gmi.edu.my,Female,2006-10-27,student
Han Bin a/l Lim,S2025211436,han.lim@student.gmi.edu.my,Male,2003-02-06,student
Latifah binti Latif,S2025737322,latifah.latif@student.gmi.edu.my,Female,2007-10-20,student
Naufal bin Hashim,S2025205728,naufal.hashim@student.gmi.edu.my,Male,2002-05-15,student
Nurin binti Omar,F2025840824,nurin.omar@staff.gmi.edu.my,Female,1973-05-07,staff
Fatin binti Zawawi,S2025008647,fatin.zawawi@student.gmi.edu.my,Female,2001-08-18,student
Mani a/l Murugan,T2025444689,mani.murugan2@tto.gmi.edu.my,Male,1975-01-14,TTO
Jia Hao a/l Yap,F2025460921,jia.hao.yap@staff.gmi.edu.my,Male,1997-08-18,staff
Asya a/p Gopal,S2025072591,asya.gopal3@student.gmi.edu.my,Female,2007-07-13,student
Khairi bin Nawawi,S2025537359,khairi.nawawi@student.gmi.edu.my,Male,2002-04-14,student
Aqilah binti Osman,T2025210063,aqilah.osman@tto.gmi.edu.my,Female,1993-06-11,TTO
Umaira binti Hamid,S2025260059,umaira.hamid@student.gmi.edu.my,Female,2006-06-14,student
Haikal bin Hamid,S2025255909,haikal.hamid@student.gmi.edu.my,Male,2006-10-17,student
Amir bin Latif,T2025671433,amir.latif@tto.gmi.edu.my,Male,1983-01-30,TTO
Kai Wen a/l Ng,S2025707194,kai.wen.ng2@student.gmi.edu.my,Male,2007-06-25,student
Shalini a/p Subramaniam,S2025654675,shalini.subramaniam5@student.gmi.edu.my,Female,2003-09-01,student
Kai Wen a/l Yap,S2025679615,kai.wen.yap2@student.gmi.edu.my,Male,2001-09-17,student
Kavita a/p Subramaniam,S2025568562,kavita.subramaniam5@student.gmi.edu.my,Female,2000-01-04,student
Batrisyia binti Bakar,S2025650530,batrisyia.bakar@student.gmi.edu.my,Female,2001-10-24,student
Ridwan bin Aziz,S2025770643,ridwan.aziz@student.gmi.edu.my,Male,2006-04-14,student
Iman binti Zain,S2025757763,iman.zain@student.gmi.edu.my,Female,2003-01-14,student
Nurin binti Mansor,S2025179809,nurin.mansor@student.gmi.edu.my,Female,2006-01-19,student
Xin Yi a/p Lim,S2025596510,xin.yi.lim2@student.gmi.edu.my,Female,2000-09-20,student
Mira a/p Gopal,S2025168673,mira.gopal2@student.gmi.edu.my,Female,2005-10-28,student
Ming Jie a/l Phang,S2025542126,ming.jie.phang@student.gmi.edu.my,Male,2005-02-08,student
Faris bin Jamal,T2025502590,faris.jamal@tto.gmi.edu.my,Male,1977-07-27,TTO
Farah binti Zaki,F2025958339,farah.zaki@staff.gmi.edu.my,Female,1986-04-24,staff
Raja a/l Perumal,S2025961266,raja.perumal2@student.gmi.edu.my,Male,2002-08-13,student
Zarina binti Halim,S2025074117,zarina.halim@student.gmi.edu.my,Female,2005-11-02,student
Mira a/p Muthu,S2025756860,mira.muthu2@student.gmi.edu.my,Female,2006-05-27,student
Murali a/l Balakrishnan,T2025439174,murali.balakrishnan@tto.gmi.edu.my,Male,1975-12-12,TTO
Zhi Yang a/l Yeo,S2025307647,zhi.yang.yeo2@student.gmi.edu.my,Male,2006-02-17,student
Han Bin a/l Lim,S2025742882,han.lim2@student.gmi.edu.my,Male,2004-11-19,student
Anand a/l Krishnan,S2025478079,anand.krishnan4@student.gmi.edu.my,Male,2003-08-13,student
Muaz bin Yaacob,S2025194465,muaz.yaacob@student.gmi.edu.my,Male,2003-08-27,student
Rafiq bin Zaki,S2025652458,rafiq.zaki@student.gmi.edu.my,Male,2004-12-22,student
Anita a/p Rangasamy,S2025419140,anita.rangasamy4@student.gmi.edu.my,Female,2001-03-23,student
Divya a/p Venkatesh,S2025670488,divya.venkatesh3@student.gmi.edu.my,Female,2001-03-25,student
Jia Yi a/p Teh,T2025204774,jia.yi.teh@tto.gmi.edu.my,Female,1993-06-05,TTO
Divya a/p Subramaniam,S2025323678,divya.subramaniam3@student.gmi.edu.my,Female,2001-07-18,student
Nalini a/p Raman,S2025664773,nalini.raman2@student.gmi.edu.my,Female,2001-11-10,student
Kavita a/p Murugan,S2025923677,kavita.murugan2@student.gmi.edu.my,Female,2004-03-20,student
Zi Hao a/l Phang,S2025299063,zi.hao.phang@student.gmi.edu.my,Male,2005-02-10,student
Zi Ying a/p Chen,S2025860249,zi.ying.chen@student.gmi.edu.my,Female,2001-05-30,student
Deepa a/p Venkatesh,S2025870880,deepa.venkatesh2@student.gmi.edu.my,Female,2005-02-12,student
Asya a/p Krishnan,S2025228897,asya.krishnan3@student.gmi.edu.my,Female,2006-04-27,student
Kumar a/l Venkatesh,S2025668046,kumar.venkatesh@student.gmi.edu.my,Male,2001-10-20,student
Vijay a/l Krishnan,S2025246254,vijay.krishnan2@student.gmi.edu.my,Male,2007-06-16,student
Arun a/l Muthu,S2025339916,arun.muthu3@student.gmi.edu.my,Male,2000-05-23,student
Mei Ling a/p Pang,S2025434313,mei.ling.pang@student.gmi.edu.my,Female,2002-07-02,student
Arissa binti Ali,S2025146291,arissa.ali@student.gmi.edu.my,Female,2005-12-31,student
Asya a/p Raman,S2025189229,asya.raman3@student.gmi.edu.my,Female,2007-11-09,student
Yee Ling a/p Yeo,S2025763225,yee.ling.yeo@student.gmi.edu.my,Female,2003-11-08,student
Talha bin Hashim,S2025251733,talha.hashim@student.gmi.edu.my,Male,2000-06-06,student
Li Wei a/p Yap,S2025364491,li.wei.yap@student.gmi.edu.my,Female,2005-04-25,student
Naufal bin Hashim,S2025232023,naufal.hashim2@student.gmi.edu.my,Male,2001-08-12,student
Haris bin Rashid,S2025690268,haris.rashid@student.gmi.edu.my,Male,2005-11-26,student
Taufiq bin Sani,F2025977270,taufiq.sani@staff.gmi.edu.my,Male,1973-05-10,staff
Anand a/l Muthu,S2025793602,anand.muthu@student.gmi.edu.my,Male,2000-04-23,student
Mira a/p Murugan,S2025819816,mira.murugan@student.gmi.edu.my,Female,2005-07-14,student
Balqis binti Majid,S2025178267,balqis.majid@student.gmi.edu.my,Female,2007-08-29,student
Xin Yi a/p Goh,S2025997207,xin.yi.goh2@student.gmi.edu.my,Female,2000-01-19,student
Vijay a/l Murugan,S2025822053,vijay.murugan3@student.gmi.edu.my,Male,2007-02-25,student
Jun Wei a/l Teh,S2025449056,jun.wei.teh2@student.gmi.edu.my,Male,2003-12-25,student
Hasif bin Zainal,T2025101741,hasif.zainal@tto.gmi.edu.my,Male,1978-12-28,TTO
Khai Ming a/l Yeo,S2025830723,khai.ming.yeo@student.gmi.edu.my,Male,2002-10-28,student
Muaz bin Halimi,S2025501381,muaz.halimi@student.gmi.edu.my,Male,2003-04-22,student
Mira a/p Krishnan,S2025553559,mira.krishnan@student.gmi.edu.my,Female,2004-11-30,student
Mei Ling a/p Tee,S2025931316,mei.ling.tee3@student.gmi.edu.my,Female,2004-05-31,student
Yee Ling a/p Teh,S2025409882,yee.ling.teh2@student.gmi.edu.my,Female,2007-01-20,student
Arun a/l Balakrishnan,S2025486395,arun.balakrishnan@student.gmi.edu.my,Male,2002-07-02,student
Mira a/p Murugan,T2025313107,mira.murugan@tto.gmi.edu.my,Female,1993-01-24,TTO
Ming Jie a/l Chia,S2025664286,ming.jie.chia@student.gmi.edu.my,Male,2004-10-24,student
Saravanan a/l Subramaniam,T2025340253,saravanan.subramaniam2@tto.gmi.edu.my,Male,1988-07-27,TTO
Sarimah binti Hassan,S2025727546,sarimah.hassan@student.gmi.edu.my,Female,2001-05-22,student
Meera a/p Rangasamy,F2025716928,meera.rangasamy@staff.gmi.edu.my,Female,1976-04-22,staff
Mani a/l Rangasamy,S2025138360,mani.rangasamy3@student.gmi.edu.my,Male,2003-06-27,student
Karthik a/l Raman,S2025993246,karthik.raman2@student.gmi.edu.my,Male,2003-11-01,student
Saravanan a/l Balakrishnan,S2025700975,saravanan.balakrishnan3@student.gmi.edu.my,Male,2001-04-12,student
Arif bin Noor,S2025626811,arif.noor@student.gmi.edu.my,Male,2007-11-03,student
Ai Ling a/p Low,S2025704120,ai.ling.low@student.gmi.edu.my,Female,2006-11-16,student
Khairul bin Shukri,S2025762815,khairul.shukri@student.gmi.edu.my,Male,2007-01-15,student
Deepa a/p Venkatesh,F2025177338,deepa.venkatesh@staff.gmi.edu.my,Female,1972-01-30,staff
Zi Ying a/p Pang,S2025151838,zi.ying.pang2@student.gmi.edu.my,Female,2004-11-15,student
Hao a/l Yeo,S2025085522,hao.yeo3@student.gmi.edu.my,Male,2004-04-19,student
Dina binti Noor,S2025553983,dina.noor@student.gmi.edu.my,Female,2005-02-14,student
Nisa binti Noor,T2025374501,nisa.noor@tto.gmi.edu.my,Female,1992-10-11,TTO
Hui Xin a/p Chin,S2025403885,hui.xin.chin@student.gmi.edu.my,Female,2002-08-26,student
Murali a/l Gopal,S2025014889,murali.gopal2@student.gmi.edu.my,Male,2007-03-30,student
Arun a/l Krishnan,S2025448647,arun.krishnan2@student.gmi.edu.my,Male,2004-03-02,student
Aina binti Razali,F2025234564,aina.razali@staff.gmi.edu.my,Female,1994-11-10,staff
Saravanan a/l Krishnan,S2025440989,saravanan.krishnan2@student.gmi.edu.my,Male,2000-06-17,student
Nadia binti Saad,S2025729249,nadia.saad@student.gmi.edu.my,Female,2004-03-05,student
Zafran bin Sharif,S2025533908,zafran.sharif@student.gmi.edu.my,Male,2005-05-07,student
Liang a/l Liew,S2025415644,liang.liew2@student.gmi.edu.my,Male,2006-06-25,student
Ramesh a/l Balakrishnan,S2025843860,ramesh.balakrishnan2@student.gmi.edu.my,Male,2000-05-21,student
Ramesh a/l Balakrishnan,S2025071446,ramesh.balakrishnan3@student.gmi.edu.my,Male,2000-11-15,student
Arun a/l Balakrishnan,S2025548549,arun.balakrishnan2@student.gmi.edu.my,Male,2000-05-12,student
Mani a/l Rangasamy,S2025182717,mani.rangasamy4@student.gmi.edu.my,Male,2004-01-19,student
Suresh a/l Raman,S2025470242,suresh.raman@student.gmi.edu.my,Male,2006-07-28,student
Kavita a/p Venkatesh,S2025062730,kavita.venkatesh3@student.gmi.edu.my,Female,2002-05-08,student
Maryam binti Hassan,T2025600692,maryam.hassan@tto.gmi.edu.my,Female,1994-03-12,TTO
Zi Hao a/l Ng,S2025991328,zi.hao.ng@student.gmi.edu.my,Male,2003-03-02,student
Zarina binti Basir,S2025100072,zarina.basir@student.gmi.edu.my,Female,2007-09-18,student
Najwa binti Zawawi,S2025944993,najwa.zawawi@student.gmi.edu.my,Female,2003-08-18,student
Meera a/p Murugan,S2025880246,meera.murugan2@student.gmi.edu.my,Female,2003-08-31,student
Yasmin binti Hussein,S2025575374,yasmin.hussein@student.gmi.edu.my,Female,2006-01-02,student
Zulaikha binti Halimi,S2025763113,zulaikha.halimi@student.gmi.edu.my,Female,2005-08-09,student
Rania binti Majid,S2025894828,rania.majid@student.gmi.edu.my,Female,2005-11-13,student
Zhi Yang a/l Koh,F2025542218,zhi.yang.koh@staff.gmi.edu.my,Male,1977-01-07,staff
